Date_ymd,Interval,N_days_since_1841_01_01
1841-01-01,1841-01-01 UTC--1841-01-01 UTC,0
1841-02-01,1841-01-01 UTC--1841-02-01 UTC,31
1841-03-01,1841-01-01 UTC--1841-03-01 UTC,59
1841-04-01,1841-01-01 UTC--1841-04-01 UTC,90
1841-05-01,1841-01-01 UTC--1841-05-01 UTC,120
1841-06-01,1841-01-01 UTC--1841-06-01 UTC,151
1841-07-01,1841-01-01 UTC--1841-07-01 UTC,181
1841-08-01,1841-01-01 UTC--1841-08-01 UTC,212
1841-09-01,1841-01-01 UTC--1841-09-01 UTC,243
1841-10-01,1841-01-01 UTC--1841-10-01 UTC,273
1841-11-01,1841-01-01 UTC--1841-11-01 UTC,304
1841-12-01,1841-01-01 UTC--1841-12-01 UTC,334
1842-01-01,1841-01-01 UTC--1842-01-01 UTC,365
1842-02-01,1841-01-01 UTC--1842-02-01 UTC,396
1842-03-01,1841-01-01 UTC--1842-03-01 UTC,424
1842-04-01,1841-01-01 UTC--1842-04-01 UTC,455
1842-05-01,1841-01-01 UTC--1842-05-01 UTC,485
1842-06-01,1841-01-01 UTC--1842-06-01 UTC,516
1842-07-01,1841-01-01 UTC--1842-07-01 UTC,546
1842-08-01,1841-01-01 UTC--1842-08-01 UTC,577
1842-09-01,1841-01-01 UTC--1842-09-01 UTC,608
1842-10-01,1841-01-01 UTC--1842-10-01 UTC,638
1842-11-01,1841-01-01 UTC--1842-11-01 UTC,669
1842-12-01,1841-01-01 UTC--1842-12-01 UTC,699
1843-01-01,1841-01-01 UTC--1843-01-01 UTC,730
1843-02-01,1841-01-01 UTC--1843-02-01 UTC,761
1843-03-01,1841-01-01 UTC--1843-03-01 UTC,789
1843-04-01,1841-01-01 UTC--1843-04-01 UTC,820
1843-05-01,1841-01-01 UTC--1843-05-01 UTC,850
1843-06-01,1841-01-01 UTC--1843-06-01 UTC,881
1843-07-01,1841-01-01 UTC--1843-07-01 UTC,911
1843-08-01,1841-01-01 UTC--1843-08-01 UTC,942
1843-09-01,1841-01-01 UTC--1843-09-01 UTC,973
1843-10-01,1841-01-01 UTC--1843-10-01 UTC,1003
1843-11-01,1841-01-01 UTC--1843-11-01 UTC,1034
1843-12-01,1841-01-01 UTC--1843-12-01 UTC,1064
1844-01-01,1841-01-01 UTC--1844-01-01 UTC,1095
1844-02-01,1841-01-01 UTC--1844-02-01 UTC,1126
1844-03-01,1841-01-01 UTC--1844-03-01 UTC,1155
1844-04-01,1841-01-01 UTC--1844-04-01 UTC,1186
1844-05-01,1841-01-01 UTC--1844-05-01 UTC,1216
1844-06-01,1841-01-01 UTC--1844-06-01 UTC,1247
1844-07-01,1841-01-01 UTC--1844-07-01 UTC,1277
1844-08-01,1841-01-01 UTC--1844-08-01 UTC,1308
1844-09-01,1841-01-01 UTC--1844-09-01 UTC,1339
1844-10-01,1841-01-01 UTC--1844-10-01 UTC,1369
1844-11-01,1841-01-01 UTC--1844-11-01 UTC,1400
1844-12-01,1841-01-01 UTC--1844-12-01 UTC,1430
1845-01-01,1841-01-01 UTC--1845-01-01 UTC,1461
1845-02-01,1841-01-01 UTC--1845-02-01 UTC,1492
1845-03-01,1841-01-01 UTC--1845-03-01 UTC,1520
1845-04-01,1841-01-01 UTC--1845-04-01 UTC,1551
1845-05-01,1841-01-01 UTC--1845-05-01 UTC,1581
1845-06-01,1841-01-01 UTC--1845-06-01 UTC,1612
1845-07-01,1841-01-01 UTC--1845-07-01 UTC,1642
1845-08-01,1841-01-01 UTC--1845-08-01 UTC,1673
1845-09-01,1841-01-01 UTC--1845-09-01 UTC,1704
1845-10-01,1841-01-01 UTC--1845-10-01 UTC,1734
1845-11-01,1841-01-01 UTC--1845-11-01 UTC,1765
1845-12-01,1841-01-01 UTC--1845-12-01 UTC,1795
1846-01-01,1841-01-01 UTC--1846-01-01 UTC,1826
1846-02-01,1841-01-01 UTC--1846-02-01 UTC,1857
1846-03-01,1841-01-01 UTC--1846-03-01 UTC,1885
1846-04-01,1841-01-01 UTC--1846-04-01 UTC,1916
1846-05-01,1841-01-01 UTC--1846-05-01 UTC,1946
1846-06-01,1841-01-01 UTC--1846-06-01 UTC,1977
1846-07-01,1841-01-01 UTC--1846-07-01 UTC,2007
1846-08-01,1841-01-01 UTC--1846-08-01 UTC,2038
1846-09-01,1841-01-01 UTC--1846-09-01 UTC,2069
1846-10-01,1841-01-01 UTC--1846-10-01 UTC,2099
1846-11-01,1841-01-01 UTC--1846-11-01 UTC,2130
1846-12-01,1841-01-01 UTC--1846-12-01 UTC,2160
1847-01-01,1841-01-01 UTC--1847-01-01 UTC,2191
1847-02-01,1841-01-01 UTC--1847-02-01 UTC,2222
1847-03-01,1841-01-01 UTC--1847-03-01 UTC,2250
1847-04-01,1841-01-01 UTC--1847-04-01 UTC,2281
1847-05-01,1841-01-01 UTC--1847-05-01 UTC,2311
1847-06-01,1841-01-01 UTC--1847-06-01 UTC,2342
1847-07-01,1841-01-01 UTC--1847-07-01 UTC,2372
1847-08-01,1841-01-01 UTC--1847-08-01 UTC,2403
1847-09-01,1841-01-01 UTC--1847-09-01 UTC,2434
1847-10-01,1841-01-01 UTC--1847-10-01 UTC,2464
1847-11-01,1841-01-01 UTC--1847-11-01 UTC,2495
1847-12-01,1841-01-01 UTC--1847-12-01 UTC,2525
1848-01-01,1841-01-01 UTC--1848-01-01 UTC,2556
1848-02-01,1841-01-01 UTC--1848-02-01 UTC,2587
1848-03-01,1841-01-01 UTC--1848-03-01 UTC,2616
1848-04-01,1841-01-01 UTC--1848-04-01 UTC,2647
1848-05-01,1841-01-01 UTC--1848-05-01 UTC,2677
1848-06-01,1841-01-01 UTC--1848-06-01 UTC,2708
1848-07-01,1841-01-01 UTC--1848-07-01 UTC,2738
1848-08-01,1841-01-01 UTC--1848-08-01 UTC,2769
1848-09-01,1841-01-01 UTC--1848-09-01 UTC,2800
1848-10-01,1841-01-01 UTC--1848-10-01 UTC,2830
1848-11-01,1841-01-01 UTC--1848-11-01 UTC,2861
1848-12-01,1841-01-01 UTC--1848-12-01 UTC,2891
1849-01-01,1841-01-01 UTC--1849-01-01 UTC,2922
1849-02-01,1841-01-01 UTC--1849-02-01 UTC,2953
1849-03-01,1841-01-01 UTC--1849-03-01 UTC,2981
1849-04-01,1841-01-01 UTC--1849-04-01 UTC,3012
1849-05-01,1841-01-01 UTC--1849-05-01 UTC,3042
1849-06-01,1841-01-01 UTC--1849-06-01 UTC,3073
1849-07-01,1841-01-01 UTC--1849-07-01 UTC,3103
1849-08-01,1841-01-01 UTC--1849-08-01 UTC,3134
1849-09-01,1841-01-01 UTC--1849-09-01 UTC,3165
1849-10-01,1841-01-01 UTC--1849-10-01 UTC,3195
1849-11-01,1841-01-01 UTC--1849-11-01 UTC,3226
1849-12-01,1841-01-01 UTC--1849-12-01 UTC,3256
1850-01-01,1841-01-01 UTC--1850-01-01 UTC,3287
1850-02-01,1841-01-01 UTC--1850-02-01 UTC,3318
1850-03-01,1841-01-01 UTC--1850-03-01 UTC,3346
1850-04-01,1841-01-01 UTC--1850-04-01 UTC,3377
1850-05-01,1841-01-01 UTC--1850-05-01 UTC,3407
1850-06-01,1841-01-01 UTC--1850-06-01 UTC,3438
1850-07-01,1841-01-01 UTC--1850-07-01 UTC,3468
1850-08-01,1841-01-01 UTC--1850-08-01 UTC,3499
1850-09-01,1841-01-01 UTC--1850-09-01 UTC,3530
1850-10-01,1841-01-01 UTC--1850-10-01 UTC,3560
1850-11-01,1841-01-01 UTC--1850-11-01 UTC,3591
1850-12-01,1841-01-01 UTC--1850-12-01 UTC,3621
1851-01-01,1841-01-01 UTC--1851-01-01 UTC,3652
1851-02-01,1841-01-01 UTC--1851-02-01 UTC,3683
1851-03-01,1841-01-01 UTC--1851-03-01 UTC,3711
1851-04-01,1841-01-01 UTC--1851-04-01 UTC,3742
1851-05-01,1841-01-01 UTC--1851-05-01 UTC,3772
1851-06-01,1841-01-01 UTC--1851-06-01 UTC,3803
1851-07-01,1841-01-01 UTC--1851-07-01 UTC,3833
1851-08-01,1841-01-01 UTC--1851-08-01 UTC,3864
1851-09-01,1841-01-01 UTC--1851-09-01 UTC,3895
1851-10-01,1841-01-01 UTC--1851-10-01 UTC,3925
1851-11-01,1841-01-01 UTC--1851-11-01 UTC,3956
1851-12-01,1841-01-01 UTC--1851-12-01 UTC,3986
1852-01-01,1841-01-01 UTC--1852-01-01 UTC,4017
1852-02-01,1841-01-01 UTC--1852-02-01 UTC,4048
1852-03-01,1841-01-01 UTC--1852-03-01 UTC,4077
1852-04-01,1841-01-01 UTC--1852-04-01 UTC,4108
1852-05-01,1841-01-01 UTC--1852-05-01 UTC,4138
1852-06-01,1841-01-01 UTC--1852-06-01 UTC,4169
1852-07-01,1841-01-01 UTC--1852-07-01 UTC,4199
1852-08-01,1841-01-01 UTC--1852-08-01 UTC,4230
1852-09-01,1841-01-01 UTC--1852-09-01 UTC,4261
1852-10-01,1841-01-01 UTC--1852-10-01 UTC,4291
1852-11-01,1841-01-01 UTC--1852-11-01 UTC,4322
1852-12-01,1841-01-01 UTC--1852-12-01 UTC,4352
1853-01-01,1841-01-01 UTC--1853-01-01 UTC,4383
1853-02-01,1841-01-01 UTC--1853-02-01 UTC,4414
1853-03-01,1841-01-01 UTC--1853-03-01 UTC,4442
1853-04-01,1841-01-01 UTC--1853-04-01 UTC,4473
1853-05-01,1841-01-01 UTC--1853-05-01 UTC,4503
1853-06-01,1841-01-01 UTC--1853-06-01 UTC,4534
1853-07-01,1841-01-01 UTC--1853-07-01 UTC,4564
1853-08-01,1841-01-01 UTC--1853-08-01 UTC,4595
1853-09-01,1841-01-01 UTC--1853-09-01 UTC,4626
1853-10-01,1841-01-01 UTC--1853-10-01 UTC,4656
1853-11-01,1841-01-01 UTC--1853-11-01 UTC,4687
1853-12-01,1841-01-01 UTC--1853-12-01 UTC,4717
1854-01-01,1841-01-01 UTC--1854-01-01 UTC,4748
1854-02-01,1841-01-01 UTC--1854-02-01 UTC,4779
1854-03-01,1841-01-01 UTC--1854-03-01 UTC,4807
1854-04-01,1841-01-01 UTC--1854-04-01 UTC,4838
1854-05-01,1841-01-01 UTC--1854-05-01 UTC,4868
1854-06-01,1841-01-01 UTC--1854-06-01 UTC,4899
1854-07-01,1841-01-01 UTC--1854-07-01 UTC,4929
1854-08-01,1841-01-01 UTC--1854-08-01 UTC,4960
1854-09-01,1841-01-01 UTC--1854-09-01 UTC,4991
1854-10-01,1841-01-01 UTC--1854-10-01 UTC,5021
1854-11-01,1841-01-01 UTC--1854-11-01 UTC,5052
1854-12-01,1841-01-01 UTC--1854-12-01 UTC,5082
1855-01-01,1841-01-01 UTC--1855-01-01 UTC,5113
1855-02-01,1841-01-01 UTC--1855-02-01 UTC,5144
1855-03-01,1841-01-01 UTC--1855-03-01 UTC,5172
1855-04-01,1841-01-01 UTC--1855-04-01 UTC,5203
1855-05-01,1841-01-01 UTC--1855-05-01 UTC,5233
1855-06-01,1841-01-01 UTC--1855-06-01 UTC,5264
1855-07-01,1841-01-01 UTC--1855-07-01 UTC,5294
1855-08-01,1841-01-01 UTC--1855-08-01 UTC,5325
1855-09-01,1841-01-01 UTC--1855-09-01 UTC,5356
1855-10-01,1841-01-01 UTC--1855-10-01 UTC,5386
1855-11-01,1841-01-01 UTC--1855-11-01 UTC,5417
1855-12-01,1841-01-01 UTC--1855-12-01 UTC,5447
1856-01-01,1841-01-01 UTC--1856-01-01 UTC,5478
1856-02-01,1841-01-01 UTC--1856-02-01 UTC,5509
1856-03-01,1841-01-01 UTC--1856-03-01 UTC,5538
1856-04-01,1841-01-01 UTC--1856-04-01 UTC,5569
1856-05-01,1841-01-01 UTC--1856-05-01 UTC,5599
1856-06-01,1841-01-01 UTC--1856-06-01 UTC,5630
1856-07-01,1841-01-01 UTC--1856-07-01 UTC,5660
1856-08-01,1841-01-01 UTC--1856-08-01 UTC,5691
1856-09-01,1841-01-01 UTC--1856-09-01 UTC,5722
1856-10-01,1841-01-01 UTC--1856-10-01 UTC,5752
1856-11-01,1841-01-01 UTC--1856-11-01 UTC,5783
1856-12-01,1841-01-01 UTC--1856-12-01 UTC,5813
1857-01-01,1841-01-01 UTC--1857-01-01 UTC,5844
1857-02-01,1841-01-01 UTC--1857-02-01 UTC,5875
1857-03-01,1841-01-01 UTC--1857-03-01 UTC,5903
1857-04-01,1841-01-01 UTC--1857-04-01 UTC,5934
1857-05-01,1841-01-01 UTC--1857-05-01 UTC,5964
1857-06-01,1841-01-01 UTC--1857-06-01 UTC,5995
1857-07-01,1841-01-01 UTC--1857-07-01 UTC,6025
1857-08-01,1841-01-01 UTC--1857-08-01 UTC,6056
1857-09-01,1841-01-01 UTC--1857-09-01 UTC,6087
1857-10-01,1841-01-01 UTC--1857-10-01 UTC,6117
1857-11-01,1841-01-01 UTC--1857-11-01 UTC,6148
1857-12-01,1841-01-01 UTC--1857-12-01 UTC,6178
1858-01-01,1841-01-01 UTC--1858-01-01 UTC,6209
1858-02-01,1841-01-01 UTC--1858-02-01 UTC,6240
1858-03-01,1841-01-01 UTC--1858-03-01 UTC,6268
1858-04-01,1841-01-01 UTC--1858-04-01 UTC,6299
1858-05-01,1841-01-01 UTC--1858-05-01 UTC,6329
1858-06-01,1841-01-01 UTC--1858-06-01 UTC,6360
1858-07-01,1841-01-01 UTC--1858-07-01 UTC,6390
1858-08-01,1841-01-01 UTC--1858-08-01 UTC,6421
1858-09-01,1841-01-01 UTC--1858-09-01 UTC,6452
1858-10-01,1841-01-01 UTC--1858-10-01 UTC,6482
1858-11-01,1841-01-01 UTC--1858-11-01 UTC,6513
1858-12-01,1841-01-01 UTC--1858-12-01 UTC,6543
1859-01-01,1841-01-01 UTC--1859-01-01 UTC,6574
1859-02-01,1841-01-01 UTC--1859-02-01 UTC,6605
1859-03-01,1841-01-01 UTC--1859-03-01 UTC,6633
1859-04-01,1841-01-01 UTC--1859-04-01 UTC,6664
1859-05-01,1841-01-01 UTC--1859-05-01 UTC,6694
1859-06-01,1841-01-01 UTC--1859-06-01 UTC,6725
1859-07-01,1841-01-01 UTC--1859-07-01 UTC,6755
1859-08-01,1841-01-01 UTC--1859-08-01 UTC,6786
1859-09-01,1841-01-01 UTC--1859-09-01 UTC,6817
1859-10-01,1841-01-01 UTC--1859-10-01 UTC,6847
1859-11-01,1841-01-01 UTC--1859-11-01 UTC,6878
1859-12-01,1841-01-01 UTC--1859-12-01 UTC,6908
1860-01-01,1841-01-01 UTC--1860-01-01 UTC,6939
1860-02-01,1841-01-01 UTC--1860-02-01 UTC,6970
1860-03-01,1841-01-01 UTC--1860-03-01 UTC,6999
1860-04-01,1841-01-01 UTC--1860-04-01 UTC,7030
1860-05-01,1841-01-01 UTC--1860-05-01 UTC,7060
1860-06-01,1841-01-01 UTC--1860-06-01 UTC,7091
1860-07-01,1841-01-01 UTC--1860-07-01 UTC,7121
1860-08-01,1841-01-01 UTC--1860-08-01 UTC,7152
1860-09-01,1841-01-01 UTC--1860-09-01 UTC,7183
1860-10-01,1841-01-01 UTC--1860-10-01 UTC,7213
1860-11-01,1841-01-01 UTC--1860-11-01 UTC,7244
1860-12-01,1841-01-01 UTC--1860-12-01 UTC,7274
1861-01-01,1841-01-01 UTC--1861-01-01 UTC,7305
1861-02-01,1841-01-01 UTC--1861-02-01 UTC,7336
1861-03-01,1841-01-01 UTC--1861-03-01 UTC,7364
1861-04-01,1841-01-01 UTC--1861-04-01 UTC,7395
1861-05-01,1841-01-01 UTC--1861-05-01 UTC,7425
1861-06-01,1841-01-01 UTC--1861-06-01 UTC,7456
1861-07-01,1841-01-01 UTC--1861-07-01 UTC,7486
1861-08-01,1841-01-01 UTC--1861-08-01 UTC,7517
1861-09-01,1841-01-01 UTC--1861-09-01 UTC,7548
1861-10-01,1841-01-01 UTC--1861-10-01 UTC,7578
1861-11-01,1841-01-01 UTC--1861-11-01 UTC,7609
1861-12-01,1841-01-01 UTC--1861-12-01 UTC,7639
1862-01-01,1841-01-01 UTC--1862-01-01 UTC,7670
1862-02-01,1841-01-01 UTC--1862-02-01 UTC,7701
1862-03-01,1841-01-01 UTC--1862-03-01 UTC,7729
1862-04-01,1841-01-01 UTC--1862-04-01 UTC,7760
1862-05-01,1841-01-01 UTC--1862-05-01 UTC,7790
1862-06-01,1841-01-01 UTC--1862-06-01 UTC,7821
1862-07-01,1841-01-01 UTC--1862-07-01 UTC,7851
1862-08-01,1841-01-01 UTC--1862-08-01 UTC,7882
1862-09-01,1841-01-01 UTC--1862-09-01 UTC,7913
1862-10-01,1841-01-01 UTC--1862-10-01 UTC,7943
1862-11-01,1841-01-01 UTC--1862-11-01 UTC,7974
1862-12-01,1841-01-01 UTC--1862-12-01 UTC,8004
1863-01-01,1841-01-01 UTC--1863-01-01 UTC,8035
1863-02-01,1841-01-01 UTC--1863-02-01 UTC,8066
1863-03-01,1841-01-01 UTC--1863-03-01 UTC,8094
1863-04-01,1841-01-01 UTC--1863-04-01 UTC,8125
1863-05-01,1841-01-01 UTC--1863-05-01 UTC,8155
1863-06-01,1841-01-01 UTC--1863-06-01 UTC,8186
1863-07-01,1841-01-01 UTC--1863-07-01 UTC,8216
1863-08-01,1841-01-01 UTC--1863-08-01 UTC,8247
1863-09-01,1841-01-01 UTC--1863-09-01 UTC,8278
1863-10-01,1841-01-01 UTC--1863-10-01 UTC,8308
1863-11-01,1841-01-01 UTC--1863-11-01 UTC,8339
1863-12-01,1841-01-01 UTC--1863-12-01 UTC,8369
1864-01-01,1841-01-01 UTC--1864-01-01 UTC,8400
1864-02-01,1841-01-01 UTC--1864-02-01 UTC,8431
1864-03-01,1841-01-01 UTC--1864-03-01 UTC,8460
1864-04-01,1841-01-01 UTC--1864-04-01 UTC,8491
1864-05-01,1841-01-01 UTC--1864-05-01 UTC,8521
1864-06-01,1841-01-01 UTC--1864-06-01 UTC,8552
1864-07-01,1841-01-01 UTC--1864-07-01 UTC,8582
1864-08-01,1841-01-01 UTC--1864-08-01 UTC,8613
1864-09-01,1841-01-01 UTC--1864-09-01 UTC,8644
1864-10-01,1841-01-01 UTC--1864-10-01 UTC,8674
1864-11-01,1841-01-01 UTC--1864-11-01 UTC,8705
1864-12-01,1841-01-01 UTC--1864-12-01 UTC,8735
1865-01-01,1841-01-01 UTC--1865-01-01 UTC,8766
1865-02-01,1841-01-01 UTC--1865-02-01 UTC,8797
1865-03-01,1841-01-01 UTC--1865-03-01 UTC,8825
1865-04-01,1841-01-01 UTC--1865-04-01 UTC,8856
1865-05-01,1841-01-01 UTC--1865-05-01 UTC,8886
1865-06-01,1841-01-01 UTC--1865-06-01 UTC,8917
1865-07-01,1841-01-01 UTC--1865-07-01 UTC,8947
1865-08-01,1841-01-01 UTC--1865-08-01 UTC,8978
1865-09-01,1841-01-01 UTC--1865-09-01 UTC,9009
1865-10-01,1841-01-01 UTC--1865-10-01 UTC,9039
1865-11-01,1841-01-01 UTC--1865-11-01 UTC,9070
1865-12-01,1841-01-01 UTC--1865-12-01 UTC,9100
1866-01-01,1841-01-01 UTC--1866-01-01 UTC,9131
1866-02-01,1841-01-01 UTC--1866-02-01 UTC,9162
1866-03-01,1841-01-01 UTC--1866-03-01 UTC,9190
1866-04-01,1841-01-01 UTC--1866-04-01 UTC,9221
1866-05-01,1841-01-01 UTC--1866-05-01 UTC,9251
1866-06-01,1841-01-01 UTC--1866-06-01 UTC,9282
1866-07-01,1841-01-01 UTC--1866-07-01 UTC,9312
1866-08-01,1841-01-01 UTC--1866-08-01 UTC,9343
1866-09-01,1841-01-01 UTC--1866-09-01 UTC,9374
1866-10-01,1841-01-01 UTC--1866-10-01 UTC,9404
1866-11-01,1841-01-01 UTC--1866-11-01 UTC,9435
1866-12-01,1841-01-01 UTC--1866-12-01 UTC,9465
1867-01-01,1841-01-01 UTC--1867-01-01 UTC,9496
1867-02-01,1841-01-01 UTC--1867-02-01 UTC,9527
1867-03-01,1841-01-01 UTC--1867-03-01 UTC,9555
1867-04-01,1841-01-01 UTC--1867-04-01 UTC,9586
1867-05-01,1841-01-01 UTC--1867-05-01 UTC,9616
1867-06-01,1841-01-01 UTC--1867-06-01 UTC,9647
1867-07-01,1841-01-01 UTC--1867-07-01 UTC,9677
1867-08-01,1841-01-01 UTC--1867-08-01 UTC,9708
1867-09-01,1841-01-01 UTC--1867-09-01 UTC,9739
1867-10-01,1841-01-01 UTC--1867-10-01 UTC,9769
1867-11-01,1841-01-01 UTC--1867-11-01 UTC,9800
1867-12-01,1841-01-01 UTC--1867-12-01 UTC,9830
1868-01-01,1841-01-01 UTC--1868-01-01 UTC,9861
1868-02-01,1841-01-01 UTC--1868-02-01 UTC,9892
1868-03-01,1841-01-01 UTC--1868-03-01 UTC,9921
1868-04-01,1841-01-01 UTC--1868-04-01 UTC,9952
1868-05-01,1841-01-01 UTC--1868-05-01 UTC,9982
1868-06-01,1841-01-01 UTC--1868-06-01 UTC,10013
1868-07-01,1841-01-01 UTC--1868-07-01 UTC,10043
1868-08-01,1841-01-01 UTC--1868-08-01 UTC,10074
1868-09-01,1841-01-01 UTC--1868-09-01 UTC,10105
1868-10-01,1841-01-01 UTC--1868-10-01 UTC,10135
1868-11-01,1841-01-01 UTC--1868-11-01 UTC,10166
1868-12-01,1841-01-01 UTC--1868-12-01 UTC,10196
1869-01-01,1841-01-01 UTC--1869-01-01 UTC,10227
1869-02-01,1841-01-01 UTC--1869-02-01 UTC,10258
1869-03-01,1841-01-01 UTC--1869-03-01 UTC,10286
1869-04-01,1841-01-01 UTC--1869-04-01 UTC,10317
1869-05-01,1841-01-01 UTC--1869-05-01 UTC,10347
1869-06-01,1841-01-01 UTC--1869-06-01 UTC,10378
1869-07-01,1841-01-01 UTC--1869-07-01 UTC,10408
1869-08-01,1841-01-01 UTC--1869-08-01 UTC,10439
1869-09-01,1841-01-01 UTC--1869-09-01 UTC,10470
1869-10-01,1841-01-01 UTC--1869-10-01 UTC,10500
1869-11-01,1841-01-01 UTC--1869-11-01 UTC,10531
1869-12-01,1841-01-01 UTC--1869-12-01 UTC,10561
1870-01-01,1841-01-01 UTC--1870-01-01 UTC,10592
1870-02-01,1841-01-01 UTC--1870-02-01 UTC,10623
